model,conflict_type_idx,sample_id,non_thinking_behavior_judge_model,non_thinking_constraint_judge_model,non_thinking_behavior_label,non_thinking_constraint_label,non_thinking_behavior_label_name,non_thinking_constraint_label_name,thinking_behavior_judge_model,thinking_constraint_judge_model,thinking_behavior_label,thinking_constraint_label,thinking_behavior_label_name,thinking_constraint_label_name,constraint_switched,behavior_switched
Qwen/Qwen3.5-4B,5,44,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,True,False
Qwen/Qwen3.5-4B,5,45,,gpt-4o-2024-11-20,,-1.0,,neither,,gpt-4o-2024-11-20,,-1.0,,neither,False,False
Qwen/Qwen3.5-4B,5,46,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,5,47,,gpt-4o-2024-11-20,,-1.0,,neither,,gpt-4o-2024-11-20,,-1.0,,neither,False,False
Qwen/Qwen3.5-4B,5,48,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,5,49,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,5,50,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,5,51,,gpt-4o-2024-11-20,,-1.0,,neither,,gpt-4o-2024-11-20,,-1.0,,neither,False,False
Qwen/Qwen3.5-4B,5,52,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,5,53,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,5,54,,gpt-4o-2024-11-20,,-1.0,,neither,,gpt-4o-2024-11-20,,-1.0,,neither,False,False
Qwen/Qwen3.5-4B,5,55,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,True,False
Qwen/Qwen3.5-4B,5,56,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,5,57,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,5,58,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,5,59,,gpt-4o-2024-11-20,,-1.0,,neither,,gpt-4o-2024-11-20,,2.0,,org_constraint,True,False
Qwen/Qwen3.5-4B,5,60,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,5,61,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,False,False
Qwen/Qwen3.5-4B,5,62,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,True,False
Qwen/Qwen3.5-4B,5,63,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,5,64,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,True,False
Qwen/Qwen3.5-4B,5,65,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,False,False
Qwen/Qwen3.5-4B,5,66,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,True,False
Qwen/Qwen3.5-4B,5,67,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,5,68,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,5,69,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,True,False
Qwen/Qwen3.5-4B,5,70,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,5,71,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,5,72,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,5,73,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,5,74,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,5,75,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,5,76,,gpt-4o-2024-11-20,,-1.0,,neither,,gpt-4o-2024-11-20,,2.0,,org_constraint,True,False
Qwen/Qwen3.5-4B,5,77,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,True,False
Qwen/Qwen3.5-4B,5,78,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,5,79,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,True,False
Qwen/Qwen3.5-4B,5,80,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,False,False
Qwen/Qwen3.5-4B,5,81,,gpt-4o-2024-11-20,,-1.0,,neither,,gpt-4o-2024-11-20,,2.0,,org_constraint,True,False
Qwen/Qwen3.5-4B,5,82,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,True,False
Qwen/Qwen3.5-4B,5,83,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,True,False
Qwen/Qwen3.5-4B,5,84,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,False,False
Qwen/Qwen3.5-4B,5,85,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,5,86,,gpt-4o-2024-11-20,,-1.0,,neither,,gpt-4o-2024-11-20,,-1.0,,neither,False,False
Qwen/Qwen3.5-4B,5,87,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,True,False
Qwen/Qwen3.5-4B,5,88,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,True,False
Qwen/Qwen3.5-4B,5,89,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,5,90,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,5,91,,gpt-4o-2024-11-20,,-1.0,,neither,,gpt-4o-2024-11-20,,-1.0,,neither,False,False
Qwen/Qwen3.5-4B,5,92,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,5,93,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,5,94,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,5,95,,gpt-4o-2024-11-20,,-1.0,,neither,,gpt-4o-2024-11-20,,-1.0,,neither,False,False
Qwen/Qwen3.5-4B,5,96,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,5,97,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,5,98,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,5,99,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,False,False
Qwen/Qwen3.5-4B,5,100,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,6,1,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,False,False
Qwen/Qwen3.5-4B,6,2,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,6,3,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,False,False
Qwen/Qwen3.5-4B,6,4,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,6,5,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,6,6,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,True,False
Qwen/Qwen3.5-4B,6,7,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,True,False
Qwen/Qwen3.5-4B,6,8,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,True,False
Qwen/Qwen3.5-4B,6,9,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,False,False
Qwen/Qwen3.5-4B,6,10,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,6,11,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,False,False
Qwen/Qwen3.5-4B,6,12,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,6,13,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,6,14,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,6,15,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,6,16,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,True,False
Qwen/Qwen3.5-4B,6,17,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,6,18,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,6,19,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,6,20,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,6,21,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,6,22,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,6,23,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,6,24,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,6,25,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,6,26,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,6,27,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,6,28,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,False,False
Qwen/Qwen3.5-4B,6,29,,gpt-4o-2024-11-20,,-1.0,,neither,,gpt-4o-2024-11-20,,-1.0,,neither,False,False
Qwen/Qwen3.5-4B,6,30,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,False,False
Qwen/Qwen3.5-4B,6,31,,gpt-4o-2024-11-20,,-1.0,,neither,,gpt-4o-2024-11-20,,1.0,,new_constraint,True,False
Qwen/Qwen3.5-4B,6,32,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,True,False
Qwen/Qwen3.5-4B,6,33,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,6,34,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,6,35,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,False,False
Qwen/Qwen3.5-4B,6,36,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,6,37,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,6,38,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,False,False
Qwen/Qwen3.5-4B,6,39,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,6,40,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,6,41,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,6,42,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,6,43,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,6,44,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,True,False
Qwen/Qwen3.5-4B,6,45,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,6,46,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,6,47,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,6,48,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,False,False
Qwen/Qwen3.5-4B,6,49,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,6,50,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,6,51,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,6,52,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,6,53,,gpt-4o-2024-11-20,,-1.0,,neither,,gpt-4o-2024-11-20,,-1.0,,neither,False,False
Qwen/Qwen3.5-4B,6,54,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,True,False
Qwen/Qwen3.5-4B,6,55,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,6,56,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,6,57,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,6,58,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,6,59,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,6,60,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,6,61,,gpt-4o-2024-11-20,,-1.0,,neither,,gpt-4o-2024-11-20,,-1.0,,neither,False,False
Qwen/Qwen3.5-4B,6,62,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,6,63,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,True,False
Qwen/Qwen3.5-4B,6,64,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,True,False
Qwen/Qwen3.5-4B,6,65,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,False,False
Qwen/Qwen3.5-4B,6,66,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,6,67,,gpt-4o-2024-11-20,,-1.0,,neither,,gpt-4o-2024-11-20,,2.0,,org_constraint,True,False
Qwen/Qwen3.5-4B,6,68,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,6,69,,gpt-4o-2024-11-20,,-1.0,,neither,,gpt-4o-2024-11-20,,1.0,,new_constraint,True,False
Qwen/Qwen3.5-4B,6,70,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,False,False
Qwen/Qwen3.5-4B,6,71,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,False,False
Qwen/Qwen3.5-4B,6,72,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,False,False
Qwen/Qwen3.5-4B,6,73,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,False,False
Qwen/Qwen3.5-4B,6,74,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,True,False
Qwen/Qwen3.5-4B,6,75,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,6,76,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,False,False
Qwen/Qwen3.5-4B,6,77,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,6,78,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,False,False
Qwen/Qwen3.5-4B,6,79,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,True,False
Qwen/Qwen3.5-4B,6,80,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,6,81,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,True,False
Qwen/Qwen3.5-4B,6,82,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,6,83,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,6,84,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,False,False
Qwen/Qwen3.5-4B,6,85,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,False,False
Qwen/Qwen3.5-4B,6,86,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,6,87,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,False,False
Qwen/Qwen3.5-4B,6,88,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,False,False
Qwen/Qwen3.5-4B,6,89,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,False,False
Qwen/Qwen3.5-4B,6,90,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,True,False
Qwen/Qwen3.5-4B,6,91,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,6,92,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,6,93,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,6,94,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,6,95,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,True,False
Qwen/Qwen3.5-4B,6,96,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,6,97,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,6,98,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,False,False
Qwen/Qwen3.5-4B,6,99,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,6,100,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,7,1,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,True,False
Qwen/Qwen3.5-4B,7,2,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,True,False
Qwen/Qwen3.5-4B,7,3,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,True,False
Qwen/Qwen3.5-4B,7,4,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,7,5,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,7,6,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,False,False
Qwen/Qwen3.5-4B,7,7,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,7,8,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,7,9,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,7,10,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,7,11,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,False,False
Qwen/Qwen3.5-4B,7,12,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,7,13,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,False,False
Qwen/Qwen3.5-4B,7,14,,gpt-4o-2024-11-20,,-1.0,,neither,,gpt-4o-2024-11-20,,-1.0,,neither,False,False
Qwen/Qwen3.5-4B,7,15,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,7,16,,gpt-4o-2024-11-20,,1.0,,new_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,False,False
Qwen/Qwen3.5-4B,7,17,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,2.0,,org_constraint,False,False
Qwen/Qwen3.5-4B,7,18,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,7,19,,gpt-4o-2024-11-20,,-1.0,,neither,,gpt-4o-2024-11-20,,-1.0,,neither,False,False
Qwen/Qwen3.5-4B,7,20,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,-1.0,,neither,True,False
Qwen/Qwen3.5-4B,7,21,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,True,False
Qwen/Qwen3.5-4B,7,22,,gpt-4o-2024-11-20,,2.0,,org_constraint,,gpt-4o-2024-11-20,,1.0,,new_constraint,True,False
Qwen/Qwen3.5-4B,7,23,,gpt-4o-2024-11-20,,-1.0,,neither,,gpt-4o-2024-11-20,,1.0,,new_constraint,True,False
